0.0,1.3535533905932737
0.01,1.3664500254920893
0.02,1.3784704302849504
0.03,1.3895969553972694
0.04,1.399812843116175
0.05,1.4091022517403609
0.06,1.4174502785625498
0.07,1.4248429816517514
0.08,1.4312674004041415
0.09,1.4367115748330992
0.1,1.4411645635706791
0.11,1.4446164605545775
0.12,1.4470584103764796
0.13,1.448482622269521
0.14,1.4488823827144917
0.15,1.448252066646317
0.16,1.446587147244308
0.17,1.44388420429162
0.18,1.440140931091364
0.19,1.4353561399288048
0.2,1.429529766071117
0.21,1.4226628702981832
0.22,1.41475763995998
0.23,1.4058173885581315
0.24,1.3958465538512776
0.25,1.3848506944859365
0.26,1.3728364851566202
0.27,1.3598117103009835
0.28,1.3457852563378403
0.29,1.3307671024579046
0.3,1.3147683099791279
0.31,1.297801010280502
0.32,1.279878391330179
0.33,1.261014682825712
0.34,1.2412251399661547
0.35000000000000003,1.2205260258776622
0.36,1.1989345927161081
0.37,1.176469061472076
0.38,1.1531486005053897
0.39,1.1289933028381063
0.4,1.1040241622366413
0.41000000000000003,1.0782630481153548
0.42,1.0517326792955857
0.43,1.0244565966557087
0.44,0.9964591347093168
0.45,0.9677653921501401
0.46,0.9384012014037324
0.47000000000000003,0.9083930972273395
0.48,0.877768284400689
0.49,0.846554604551691
0.5,0.8147805021622465
0.51,0.7824749898004938
0.52,0.7496676126268864
0.53,0.7163884122225053
0.54,0.6826678897889482
0.55,0.6485369687699858
0.56,0.6140269569459952
0.5700000000000001,0.5791695080528798
0.58,0.543996582977855
0.59,0.5085404105850431
0.6,0.4728334482243298
0.61,0.43690834197736145
0.62,0.4007978866949068
0.63,0.36453498588009636
0.64,0.3281526114722385
0.65,0.29168376358603443
0.66,0.2551614302610682
0.67,0.21861854727640706
0.68,0.1820879580850356
0.6900000000000001,0.1456023739226717
0.7000000000000001,0.10919433414524013
0.71,0.07289616684893827
0.72,0.03673994982642531
0.73,0.0007574719121622997
0.74,-0.03501980523062706
0.75,-0.0705607848295424
0.76,-0.10583477217802784
0.77,-0.14081151121548502
0.78,-0.1754612204630001
0.79,-0.20975462826613026
0.8,-0.24366300729717494
0.81,-0.27715820827042725
0.8200000000000001,-0.3102126928250224
0.8300000000000001,-0.3427995655311776
0.84,-0.37489260497687565
0.85,-0.4064662938933581
0.86,-0.4374958482791364
0.87,-0.467957245483691
0.88,-0.49782725121346955
0.89,-0.5270834454243444
0.9,-0.5557042470662757
0.91,-0.5836689376475304
0.92,-0.6109576835875015
0.93,-0.6375515573288886
0.9400000000000001,-0.6634325571817379
0.9500000000000001,-0.6885836258736553
0.96,-0.712988667782334
0.97,-0.736632564828387
0.98,-0.7595011910083884
0.99,-0.7815814255499389
